	perk,egf,1,t10	perk,egf,1,t30	perk,egf,1,t90	perk,egf,100,t10	perk,egf,100,t30	perk,egf,100,t90	perk,epr,1,t10	perk,epr,1,t30	perk,epr,1,t90	perk,epr,100,t10	perk,epr,100,t30	perk,epr,100,t90	perk,btc,1,t10	perk,btc,1,t30	perk,btc,1,t90	perk,btc,100,t10	perk,btc,100,t30	perk,btc,100,t90	perk,hrg,1,t10	perk,hrg,1,t30	perk,hrg,1,t90	perk,hrg,100,t10	perk,hrg,100,t30	perk,hrg,100,t90	perk,ins,1,t10	perk,ins,1,t30	perk,ins,1,t90	perk,ins,100,t10	perk,ins,100,t30	perk,ins,100,t90	perk,igf-1,1,t10	perk,igf-1,1,t30	perk,igf-1,1,t90	perk,igf-1,100,t10	perk,igf-1,100,t30	perk,igf-1,100,t90	perk,igf-2,1,t10	perk,igf-2,1,t30	perk,igf-2,1,t90	perk,igf-2,100,t10	perk,igf-2,100,t30	perk,igf-2,100,t90	perk,pdgf-bb,1,t10	perk,pdgf-bb,1,t30	perk,pdgf-bb,1,t90	perk,pdgf-bb,100,t10	perk,pdgf-bb,100,t30	perk,pdgf-bb,100,t90	perk,hgf,1,t10	perk,hgf,1,t30	perk,hgf,1,t90	perk,hgf,100,t10	perk,hgf,100,t30	perk,hgf,100,t90	perk,scf,1,t10	perk,scf,1,t30	perk,scf,1,t90	perk,scf,100,t10	perk,scf,100,t30	perk,scf,100,t90	perk,fgf-1,1,t10	perk,fgf-1,1,t30	perk,fgf-1,1,t90	perk,fgf-1,100,t10	perk,fgf-1,100,t30	perk,fgf-1,100,t90	perk,fgf-2,1,t10	perk,fgf-2,1,t30	perk,fgf-2,1,t90	perk,fgf-2,100,t10	perk,fgf-2,100,t30	perk,fgf-2,100,t90	perk,ngf-beta,1,t10	perk,ngf-beta,1,t30	perk,ngf-beta,1,t90	perk,ngf-beta,100,t10	perk,ngf-beta,100,t30	perk,ngf-beta,100,t90	perk,efna1,1,t10	perk,efna1,1,t30	perk,efna1,1,t90	perk,efna1,100,t10	perk,efna1,100,t30	perk,efna1,100,t90	perk,vegf165,1,t10	perk,vegf165,1,t30	perk,vegf165,1,t90	perk,vegf165,100,t10	perk,vegf165,100,t30	perk,vegf165,100,t90	pakt,egf,1,t10	pakt,egf,1,t30	pakt,egf,1,t90	pakt,egf,100,t10	pakt,egf,100,t30	pakt,egf,100,t90	pakt,epr,1,t10	pakt,epr,1,t30	pakt,epr,1,t90	pakt,epr,100,t10	pakt,epr,100,t30	pakt,epr,100,t90	pakt,btc,1,t10	pakt,btc,1,t30	pakt,btc,1,t90	pakt,btc,100,t10	pakt,btc,100,t30	pakt,btc,100,t90	pakt,hrg,1,t10	pakt,hrg,1,t30	pakt,hrg,1,t90	pakt,hrg,100,t10	pakt,hrg,100,t30	pakt,hrg,100,t90	pakt,ins,1,t10	pakt,ins,1,t30	pakt,ins,1,t90	pakt,ins,100,t10	pakt,ins,100,t30	pakt,ins,100,t90	pakt,igf-1,1,t10	pakt,igf-1,1,t30	pakt,igf-1,1,t90	pakt,igf-1,100,t10	pakt,igf-1,100,t30	pakt,igf-1,100,t90	pakt,igf-2,1,t10	pakt,igf-2,1,t30	pakt,igf-2,1,t90	pakt,igf-2,100,t10	pakt,igf-2,100,t30	pakt,igf-2,100,t90	pakt,pdgf-bb,1,t10	pakt,pdgf-bb,1,t30	pakt,pdgf-bb,1,t90	pakt,pdgf-bb,100,t10	pakt,pdgf-bb,100,t30	pakt,pdgf-bb,100,t90	pakt,hgf,1,t10	pakt,hgf,1,t30	pakt,hgf,1,t90	pakt,hgf,100,t10	pakt,hgf,100,t30	pakt,hgf,100,t90	pakt,scf,1,t10	pakt,scf,1,t30	pakt,scf,1,t90	pakt,scf,100,t10	pakt,scf,100,t30	pakt,scf,100,t90	pakt,fgf-1,1,t10	pakt,fgf-1,1,t30	pakt,fgf-1,1,t90	pakt,fgf-1,100,t10	pakt,fgf-1,100,t30	pakt,fgf-1,100,t90	pakt,fgf-2,1,t10	pakt,fgf-2,1,t30	pakt,fgf-2,1,t90	pakt,fgf-2,100,t10	pakt,fgf-2,100,t30	pakt,fgf-2,100,t90	pakt,ngf-beta,1,t10	pakt,ngf-beta,1,t30	pakt,ngf-beta,1,t90	pakt,ngf-beta,100,t10	pakt,ngf-beta,100,t30	pakt,ngf-beta,100,t90	pakt,efna1,1,t10	pakt,efna1,1,t30	pakt,efna1,1,t90	pakt,efna1,100,t10	pakt,efna1,100,t30	pakt,efna1,100,t90	pakt,vegf165,1,t10	pakt,vegf165,1,t30	pakt,vegf165,1,t90	pakt,vegf165,100,t10	pakt,vegf165,100,t30	pakt,vegf165,100,t90
HCC1937	1.87272545480896	1.71678551546964	1.71207514638223	1.99024437920714	1.89758205244491	1.71833816880138	1.48213301010967	0.900006884364045	1.10560052102997	1.90555221053832	1.79352799270527	1.75890131818768	1.92581273487072	1.77543101988959	1.76907089615459	1.97195140400064	1.85174627920554	1.51536921507702	0.901567153358358	0.861276253395395	0.784263011348337	1.73360027293252	1.28404425973214	1.14188105585942	0	0	0	1.02202547164271	0.762878376420333	0.377630680252251	0	0	0	1.02088679352856	0.811584796649281	0.503354958464173	0	0	0.453000636025999	0.594266038931332	0.662338919044692	0.509320311680135	0	0	0	0	0	0.289640757868189	0.561614501233755	0.563058299481445	0.434544123820096	2.00131195423329	1.84444887500233	1.67419804539721	0	0	0	0	0	0	1.4399120144775	1.01611820946527	1.31375782041575	1.74830840383343	1.08864901241807	1.14919370707902	0.614155852970082	0.415317650135738	0.470737632774208	1.52768163355476	0.863553225105262	0.797971427459428	0.525227886633627	0	0.505035959048905	0	0	0.866900330820969	0	0	0	0	0	0.508889766328132	0.583526113122005	0	0	0	0	0.486440897629191	0.628669387538907	0.443416419803023	0.541188197553821	0.894745145920909	0.83141425045832	0.673826584985309	0.332047374091821	0	0.221023681831561	0.720271404011755	0.589801888326126	0.581954249223473	0.751866325655015	0.466698133292137	0.532602902020491	0.894400191482424	0.759369619807935	0.442708766306815	0.562514053191048	0.522043881742913	0.65593182272387	1.00625656078449	0.950785006472346	0.914067857294869	0	0	0.313774408105658	0.740350447903226	0.706782308009434	0.687884770274751	0	0	0	0.699275973633561	0.635043677754052	0.737206792492027	0	0	0	0.32943127963858	0.307427114933827	0.636357575431442	0	0	0	0	0	0	0	0	0	0.82460424505263	0.74216574187491	0.824290200310918	0	0	0	0	0	0	0.231280486700249	0	0	0.316706865636268	0	0	0	0	0	0	0	0	0	0	0.213990505167847	0.243710163652098	0.272279662341487	0.246452272277639	0	0	0	0	0	0	0	0	0	0	0.260285894961976	0
HCC1954	0.761015283489172	0.736946994400023	0.72130349563689	0.783744012023841	0.771041450936663	0.733002222397507	0.627317799811187	0.420142274395986	0.468797900459432	0.815085161101334	0.748735567037341	0.716675751625334	0.767229081623509	0.720181937245716	0.692139740642827	0.824429547897048	0.737449061350333	0.673941163321711	0.623266928577629	0.582260662571717	0.565729969186131	0.804517109608868	0.704129457383101	0.632689445197892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308594830717693	0	0.235549118402037	0.539592511407314	0.382511293486231	0.270041658816051	0	0	0	0	0	0	0.402681440673787	0.23513703598256	0	0.296507346416505	0	0	0.528671514764708	0.284264070393613	0.330009890789406	0.635422104455258	0.361384791478428	0.31064907346006	0	0	0	0	0	0.176378445841072	0.179640090415129	0	0	0.284012200847981	0	0.255081615718797	0	0	0	0	0	0	0.227965157054502	0.223127204500778	0.37899019928195	0.466982429119058	0.50022917512376	0.444343770590026	0	0	0	0.431317426994085	0.370263902580783	0.389382671573936	0.294927062709609	0.31372471844039	0.349987637900108	0.584753107617342	0.51409091057397	0.63202879514223	0.291879032907683	0.421331422551718	0.525086585073441	0.730659709921668	0.667902954218601	0.655806398649928	0	0	0	0	0	0	0	0	0	0	0.274867373389237	0.295655417697575	0	0	0	0	0.170484286789559	0	0	0	0	0	0.208333672253403	0.19205943668275	0	0	0.25397746976379	0.149392684537089	0	0.209091971446183	0	0	0.266402697551957	0	0	0.188804938443093	0	0	0	0	0	0	0	0	0.179060511557932	0	0	0.270270053889661	0.302036715833982	0	0	0.214870618661968	0	0	0	0	0.168107791355379	0.300346065498995	0.258018806661433	0.266723118271031	0	0.244521899700651	0	0	0.275682426205686	0.278727177577162
HCC202	0.807916844815293	0.847797219510038	0.809669681412991	1.18585818090915	1.03597742215774	0.810395201280529	0.648829030324452	0.608095291778389	0.636866473768522	1.0362449709053	1.04259973752765	0.891862931270368	0.883708535971978	0.932425696181995	0.829743943317478	1.16031886834709	1.02044456271907	0.70635331027866	0.55653126062187	0.596995149046375	0.527618554796991	0.818678823896025	0.666916376725704	0.488180182398152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160667153014587	0	0	0	0	0	0	0.186988959721094	0	0	0.155814359773861	0.205024762730431	0.212125426409448	1.06218009108424	1.05180842835558	0.779514586205879	0	0	0	0	0	0	0.275047085616203	0.223263137159193	0.172151285445376	0.363520295391464	0	0	0.232120914651042	0.156317515573359	0	0.419031269435835	0.22172487951315	0.152431554395056	0	0	0.184837778461844	0.147357009805112	0.192567890150426	0.259765106419941	0	0	0	0	0	0	0.329876740979155	0.175414560543856	0	0.254165464856553	0.165373988529052	0.174664723928598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119985957106233	0	0	0.122834805894684	0.122748916123742	0.149418034213622	0.138758152509198	0.151726127268907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113514766297721	0.11235834100626	0	0.116562735109517	0	0	0.112471706537262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114014373728962	0.152674625348103	0	0	0	0	0
HCC38	1.67775572613746	1.6000325575408	1.48882992705699	1.89682453101868	1.78186324683972	1.31387496349086	0.741774803324138	0.797989305023326	0.609428541761427	1.81762663449103	1.62648130280273	1.44693433313492	1.72368020314957	1.6393928646438	1.51467457980844	1.86204676442278	1.61673053018691	1.03215601326607	1.07889857551689	1.06279979982736	0.936077597575172	1.72474133381791	1.4354585144728	1.17622921932368	0	0	0	0	0	0	0	0	0	0.486193515908128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534996490478084	0.414017865894852	1.6902559665725	1.23081053569816	0.656072398312107	0	0	0	1.0170655667707	0	0	1.48992162916102	1.40417725003893	1.55134766257625	1.73485537318002	1.16168084231635	0.879442696232977	1.56703889378717	1.3771418706306	1.51069462195287	1.73762304125364	1.46565019086897	1.37950445412973	0	0	0	0	0	0.45290146074148	0	0	0	0.422759506250243	0	0	0	0.626126511378057	0	0.575983070368837	0.520624757317445	0	0.292480180531561	0.247894809927714	0.20718068127673	0.635143397781863	0.573061852312184	0.209108033446864	0	0	0	0.442690502525604	0.314616564649516	0.198011396639046	0.410033467692277	0.38934539172292	0.329834924708987	0.640210481026355	0.445084102064205	0.188840119979716	0.528814743617655	0.63467343425279	0.787469539488896	1.09849521637674	1.10219088500567	1.04711043619682	0	0	0	0	0	0.123065598374707	0	0	0	0.419261350188765	0.282925328902676	0.32501474576427	0	0	0	0.25263264786801	0.17059228647968	0.316525754896876	0	0	0	0	0	0	0	0	0	0.633880765367999	0.418142299544912	0.310294302918251	0	0	0	0.339179254059216	0.131398355951741	0	0	0.171036360252194	0.227609434394267	0.187028643505964	0.137064958256857	0	0	0.192097857392164	0.175297905295944	0.145810162490748	0.16177343905694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCC70	1.65535742373711	1.45027110861274	1.49127574596711	1.95160269572691	1.6529921452047	1.38866535767703	1.60595356767348	1.16840428566319	1.22866705491209	1.8967797483241	1.68722029338494	1.62152214235736	1.70198630765214	1.4448103939638	1.45266704030497	1.90167834681222	1.5083206203735	1.1383778208829	0	0.65835863535157	0.56981727443607	1.5627036515845	0.738116772657513	0.639248500143072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419721851494044	0	0	0	0	0	0	1.62469101320595	1.27480384108505	1.13345733248794	0	0	0	0.55079962309124	0	0	0.416409157032584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434916524221912	0	0	0	0	0	0	0	0	0	0	0	0	0.416375168343189	0.454753411701429	0.496965822971543	0.57975799820376	0.67439837162257	0.607881844618923	0.41603140547336	0.399098463988413	0.456197464393011	0.562006971159636	0.649734511820888	0.643203957272435	0.475220928772253	0.471506632358295	0.495242522280181	0.581353853172344	0.645162876521478	0.532305902335977	0.561918752017382	0.700061183788636	0.751158679240766	0.784941428877573	0.816849392469102	0.771772809078132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099953157575095	0	0	0	0.171933228740749	0.097438509706315	0	0.076149736421367	0.201949035960743	0.234270145184619	0.646421854970076	0.760867184832878	0.784308697624932	0.074475036131778	0.15391432457382	0.133355038150564	0.604348878109662	0.545185874412594	0.307865481092264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS578T	0.934825865279798	0.759429280060415	0.642511142391022	1.1944178708823	1.09811897429552	0.537614021105666	0	0	0	1.03580962189464	0.79295616614706	0.750698834313325	1.00726974850978	0.825116390309244	0.641723540332793	1.18478405059274	1.01790589057017	0.480322392925535	0	0	0	0	0	0	0	0	0	0	0	0.154131588990136	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186979714861881	0.16179557801111	1.09354546264275	0.847370325014582	0.532515746004631	0	0	0	0.97406374045744	0.954949461146972	0.562843917019317	0	0	0	0	0	0	0.333613761943175	0.407073459720401	0.666368660595861	1.15372027259888	0.846240941669697	0.706564827772322	0.720210644453423	0.774252774590163	0.84609675178107	1.1353833392559	0.894855910405552	0.73622355889055	0	0	0.147035260191234	0	0	0.252036211777967	0	0	0	0	0	0.195451047716739	0.235367971482112	0.145793974994859	0	0.206994603842001	0.148579161626692	0	0.804476118487483	0.714314329116263	0.764639564074646	1.37128059008258	1.3209334944457	0.931769373825944	0	0	0	0.946346223588924	0.840699655501443	0.847367801790272	0.949893462842698	0.843211651187774	0.743082823497395	1.34036627252351	1.24539167265096	0.809108794066611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134179483414828	0.411860529837546	0.444567130710349	0	0	0	0	0	0.289557930372546	0.425347246791396	0.616215030022216	0.547748865860082	1.30403747533561	1.32988694897276	1.28216340751196	0.110595045789666	0.126838260069742	0.085288952475967	1.07559149974152	1.14152091079072	0.926658168948382	0	0	0	0	0	0	0	0.180764993551327	0.296541302562371	0.779511932104556	0.482916578196066	0.221181412674005	0.285497528912221	0.356461125674664	0.480333612455538	0.778565299088531	0.531280416233312	0.319989904369899	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12694945903395	0	0.14159067695687	0.110000889003016	0
MCF10A	0.987449175837674	0.803956076698411	0.63802879722972	1.0659138416535	0.840467289007872	0.737715195985212	0.758819289023462	0.464055672981578	0	1.10023027893972	0.952447105792346	0.765312822755955	1.02087710902558	0.849253520142759	0.588343093275197	1.06100419847031	0.739871123092518	0.673007523900305	0	0	0	0.667473417009162	0	0	0	0.496308761445515	0	0	0.447253252980882	0	0	0	0	0.598327870177054	0.67801183485069	0	0.670278239438813	0	0.748623624110437	0.550740998523156	0.746357446018536	0	0	0	0	0	0	0	0	0	0	1.00732664137124	0.904706781111967	0.61381779488631	0	0	0.762361536478729	0	0	0	0.694801652112741	0.395793221036641	0	0.842475510059654	0	0	0.384137620313514	0	0	0.49627904805223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694827304645541	0	0.36599667396065	0.169963447122096	0.214500329674378	0.869166734008401	0.632492377336927	0.458991850970734	0.209852355523265	0	0	0.685002436877311	0.432682744241776	0.37699455042855	0.489114474889325	0.322175768589287	0.2069628015686	0.868857231183148	0.51384599969743	0.420767542442848	0.290068453169719	0	0	0.878381968872944	0.557302283166852	0.446208846566846	0	0.204473888052687	0	0	0.341410099021203	0.2444116228913	0.244256361551697	0	0	0.958627954917604	0.925687419449102	0.731330564624138	0.354198961025992	0	0.569441726845428	0.823618252846332	0.863658650322414	0.722888155528629	0	0	0	0	0	0	0	0	0	0.976630712844802	0.736140260143439	0.446520866569281	0	0	0.5047756989065	0	0	0	0.198936054612838	0	0	0.187750065628794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308481882809267	0
MCF10F	1.61378321013202	1.4665899327062	1.41341420382004	1.90239226251445	1.68882767487571	1.26794795722383	0.829188529627565	0.404070545038588	0.368807808318407	1.70214035740143	1.53649842064709	1.41694759977807	1.77184192341642	1.49774794147824	1.45613481920181	1.86944134065236	1.51729994899816	1.23098121400957	1.12068052126602	1.07972008398016	0.943404789539469	1.69449989912897	1.44995223432058	1.27804293570678	0	0	0	0	0	0	0	0	0	1.02991607539199	0	0	0	0	0	0.590432029308085	0	0	0	0	0	0	0	0	0	0	0	1.84875367686187	1.70520875125592	1.63600213342132	0	0	0	0	0	0	0	0.258737049133517	0	1.11738032638748	0	0	0.944617727710697	0	0	1.00047614096019	0	0	0	0	0	0	0	0.243760835545118	0	0	0	0	0	0	0.624272773184543	0.709562084077915	0	0.953103337474191	0.72954614898276	0.302744329273486	0.354021334611968	0.099410733257862	0.251781270800156	0.631411545040295	0.27048821712649	0.118156118347976	0.21388282627334	0.127554598797265	0.111851352637434	0	0.16928821984782	0.11337077265992	0.363248671687489	0.246911769969985	0.225079538566943	0.550704080542646	0.246000657623258	0.307823594837506	1.02377858667385	1.10625207260641	1.14736164855509	1.36544770496453	1.38461188242632	1.34726762562917	0	0	0	0	0	0	0	0	0	0.759780171749578	0.538477204613646	0.496774333324326	0.271954890766464	0.088693465438692	0	0.545172625540365	0.415439829491726	0.458827533243065	0	0.203666183282274	0	0	0	0.116341815036666	0.119791125300059	0	0	0.847912973478277	0.668748709786816	0.513751739817245	0	0	0	0	0	0	0	0.1875086357159	0.190467549516897	0.151995859563133	0	0	0.101297008061914	0	0.220335719317851	0.168260036775264	0	0	0.118828076679133	0	0	0.321521115347924	0	0	0	0	0	0.086009445534032	0	0	0	0.101637460330384	0	0.103210820569724	0.175588041854959	0.30523102833682
MCF12A	0	0.161658382560058	0.280161354928695	0.506911701119905	0.453271395702207	0.462955398195775	0	0	0	0.194160706060085	0.235686476223192	0.314619419792888	0	0.240986457737161	0.279153758621025	0.5422513032289	0.465913878438988	0.458831202091101	0	0	0	0	0	0	0	0	0	0	0	0.229864418729251	0	0	0	0	0	0.256119902888152	0	0	0	0	0	0.229510512200692	0	0	0	0.194599820879184	0	0	0	0	0.189936130545575	0.573669488132383	0.56463097541865	0.529210007881718	0	0	0	0	0	0	0.31780187167521	0.355266993226536	0.404597375640949	0.478650323639199	0.281642401835624	0.235914931889762	0	0.186580619954061	0.23505068701468	0.440858514950725	0.34663669783285	0.368374414648654	0	0	0	0	0	0.198824596668411	0	0	0	0	0	0.15994871352916	0.303894329897952	0	0	0	0	0	0	0	0	0.355471009329523	0.116628959298355	0	0.157826052155049	0	0	0	0	0	0.140735523118952	0.114724047711901	0	0.22772238364888	0	0	0.105475224991127	0.110761614309424	0	0	0.116786016846841	0	0	0	0	0.270301081446598	0.179954599118018	0.166804822388994	0	0	0	0.425142608046238	0.329956416220654	0.285981937441693	0	0	0	0.158211629238444	0	0.277811451970586	0	0	0	0	0	0	0	0	0	0.372393852982122	0.218366210162213	0	0	0	0	0	0	0	0	0.146067268280926	0	0	0	0	0.124289624546593	0	0	0.20312621403245	0	0	0.184788254267849	0	0	0	0	0	0	0	0	0.209261153014131	0	0	0	0.23595131918758	0	0.128941108114275	0.247562420521607	0
MCF7	0.927933128214456	0.965185540310444	0.952387524847929	1.7354282375048	1.29274497466627	0.61468786768868	0	0	0	0.988487676210767	0.838955746370958	0.878773643830492	1.33771393616428	1.26300320252371	1.04410787317298	1.74058060163033	1.36688571553915	0.796395985591213	1.34473578402655	1.35520038568236	1.42746064718553	2.02666890020851	1.95409378114156	1.58970167560182	0	0	0	0	0	0.29074918728082	0	0	0	1.19937227627203	1.01096642434649	1.02414504478275	0	0	0	0.35330595721953	0.397047760320516	0.694665314630665	0	0	0	0	0	0.310869898143264	0	0	0	0.854550619543346	0.816953476668552	0.766117580392301	0	0	0	0	0	0	1.06719649187934	1.1175123154347	1.32686575453168	1.48178959777273	1.42676725231666	1.34748751736353	1.11587576403601	1.08808824990035	1.23588921819829	1.39692685350852	1.35101617177902	1.31034893223936	0	0	0	0	0	0.285747896488251	0	0	0	0	0	0.359876772828555	0	0	0	0	0	0	0	0.181023078483893	0.103077852098201	0.34337445570383	0.197005761046592	0	0	0	0	0	0.113049305211151	0	0	0.127631108476417	0	0.241537975276978	0.20303805855393	0.169013361818089	0.248521268416519	0.455826059752632	0.554957586309402	0.982894131466156	0.972793654694878	0.802102085625778	0	0	0	0.151026303718157	0	0.275592666096125	0	0	0	0.549383097147289	0.588405291976987	0.564251461366132	0	0	0	0.300909385939801	0.370312677021123	0.465323286562585	0	0	0	0	0	0.10649999476357	0	0	0	0	0.090512936865576	0.093566524664031	0	0	0	0	0	0.083904547036415	0	0.132347741666361	0.139458804055059	0.082247445287758	0.182794322229815	0.131523657055067	0	0.089908145289195	0	0	0.119474813863286	0.08804121738816	0	0	0	0	0	0.106167645003346	0	0	0.089543919225473	0.143556567285146	0	0.17423892862841	0	0	0	0	0	0
MCF7	1.70658255021738	1.13140922043562	1.00323443569729	1.99902380274677	1.42659436292564	0.600460182877308	0.87110668094982	0	0.533108171390259	1.45729609389785	1.19857734717596	1.17433963306742	2.10616879619909	1.97356481275084	1.48130869165303	2.37486396934057	2.14656298775718	1.43549490692286	2.23169220139359	2.22144074935534	1.90903338369252	2.53178184082425	2.52989665467111	1.8566050784488	0	0	0	0	0	0	0	0	0	1.8938670659329	1.6058184600758	1.55150188674876	0	0	0	1.52775630141426	1.1003765226668	1.29729242708759	0	0	0	0	0	0	0	0	0	1.23541557379802	0.752794560597153	0	0	0	0	0	0	0	1.83979772844428	1.61973732054033	1.82643224326675	2.09280761393144	2.01440834469339	2.0844115112074	2.01483498504658	1.75701364324018	1.85532547308632	2.04959269891797	1.8720448262368	1.84463904602309	0.525746805456223	0	0	0	0	0.317509484284213	0	0	0	0	0	0.614080512222376	0.49480220226821	0.994724902455312	0	1.16839199682224	0.628824433230845	0.843150957562521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573525207228991	0.415870062644899	0	0.68133977486083	0.791349921394525	1.00181687621689	1.54958923596138	1.56167964849818	1.13823847462421	0	0	0	0	0.350295485410524	0.550142591168628	0	0	0	1.06115370861571	1.04496993844104	1.11629548698813	0	0	0	0.880622655259394	0.861515254875506	1.05441921717237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350970141484987	0	0.371799622763463	0	0.356562205207116	0.37551947738806	0	0	0	0	0	0	0	0	0	0	0	0
MDAMB134VI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284034471171834	0.272366561662452	0.689072877598614	0.452550388618612	0.457772014416301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407403448873128	0.514688744679455	0.606422999568082	0.925836984537514	0.819536655206916	0.696808730183953	0.460924786909983	0.422163731687297	0.564690373474028	0.929817957782361	0.817916032796721	0.713492264746008	0.300034665081174	0	0	0	0	0.356397334964715	0	0	0	0	0	0	0.26008084888533	0.439423666924421	0	0.330812509003498	0.362950029844393	0.267596621899211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198416098105904	0	0.195165322970887	0.545907769697203	0.431587955190486	0.408119396857943	0	0	0	0	0	0.360818934344196	0	0	0	0	0.178802694777771	0.388038531286682	0	0	0	0	0	0.178840763378834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188291973746852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206920143908064	0.187919339318969	0.183460273382069	0	0	0	0	0	0	0.183799118669021	0	0.359263904655697	0.349609475252239	0	0.32082754308097	0.349660853995577
MDAMB157	1.58303425581789	1.7336601035941	1.66960947064781	1.98360345104311	1.84063513879641	1.41665886693173	0	0	0	1.31737829687315	1.36272247374287	1.28175030696396	1.75448713774814	1.85550901745315	1.74231050694717	1.98260967888837	1.78663593616676	1.11784703217723	0	0	0	0	0	0	0	0	0	0.661432550752004	0.828531039193097	0.387551437890735	0	0	0	0.483657301444819	0	0.92637230056656	0	0	0	0.487453023614354	0	0	0.941103663267908	0.879488576853096	1.02413295664358	1.83715054982012	1.80625455974414	1.30729363886213	0	0	0	0.95109835821061	0.359469198027266	0	0	0	0	1.7636671999654	1.0028054479742	0.267029373670322	1.56895380298849	1.6734411708281	1.51629146501696	1.75475694342553	1.02028227351299	0	1.62457761061948	1.56872717623221	1.50285659559759	1.8756824555098	1.59927454198151	1.4438080794377	0	0	0	0.773085957539185	0.247031197894648	0.510780346660433	0	0	0	0	0	0	0.77197636106279	0	0	0.241706533738305	0	0	0.189094687209407	0.180324485008243	0	0.80989918731275	0.453708126399255	0.176941211705658	0	0	0	0	0	0	0.44177768134456	0.341136892689626	0	0.660350974090821	0.358537339619639	0	0	0	0	0	0	0	0	0	0	0.66733641339057	0.572969454618104	0.493896505522821	0	0	0	0.565061855423469	0.4756208610388	0.449552478711876	0	0	0	0.432748948148022	0.407455120564383	0.26376008371482	0.556481767118238	0.570772294941258	0.880380453245699	1.3189870866722	1.39274176403391	1.25800512424733	0	0	0	0	0	0	0	0	0	0.981688886332623	0.431547990269491	0.33741865377205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309455582782675	0.356159535073938	0.213681496077895	0.327381243373434	0	0	0	0	0	0.181420944830536	0	0.443605682182104	0.20315163674677	0	0	0.182311373032004
MDAMB175VII	0	0	0	0.197721120665274	0.210311325713134	0	0	0	0	0	0	0	0	0	0	0	0.219291775248644	0.192353600478787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046692126970234	0	0	0.079962428747629	0.077395284572958	0	0	0	0	0	0	0	0	0.066549049328128	0	0	0	0	0	0	0	0.10453573269187	0.232203311253299	0.357916696768461	0	0	0.073258479452472	0.090594694622245	0.228033719581433	0.335226062663215	0	0	0	0	0.058083658353094	0.16255651821255	0	0	0	0	0.064013874890534	0.105925438740162	0.053482000802568	0	0	0	0	0.07896522497175	0	0	0.047115548945501	0	0.105154245368084	0.080043916903088	0	0	0.049453209719749	0	0.058695869743679	0.085790841009906	0	0.043092703671287	0	0	0	0	0	0	0	0	0.052961972598448	0.039522835611641	0	0	0.088693724865434	0	0.115625367876551	0.09078021302178	0	0.054497789006037	0.090438562186304	0	0	0.115472418507164	0.042711383457027	0.119329710547509	0.058067786480138	0.041156342613863	0.089019014483068	0
